objectId,jd,label,fid,diffmaglim,programid,candid,isdiffpos,field,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,seeratio,nneg,nbad,magapbig,sigmagapbig,sgmag1,srmag1,simag1,szmag1,sgscore1,distpsnr1,ndethist,ncovhist,jdstarthist,scorr,sgmag2,srmag2,simag2,szmag2,sgscore2,distpsnr2,sgmag3,srmag3,simag3,szmag3,sgscore3,distpsnr3,nmtchps,jdstartref,dsnrms,ssnrms,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,neargaia,neargaiabright,maggaia,maggaiabright,exptime,drb,acai_h,acai_v,acai_o,acai_n,acai_b,new_drb,peakmag,maxmag,peakmag_so_far,maxmag_so_far,age,days_since_peak,days_to_peak,nnotdet,expected_scores
ZTF23abhvlji,2460236.965,1,2,20.03149605,1,2.48247e+18,t,872,143.7980407,83.9734627,18.49616241,0.069702424,1.524537683,18.48469925,0.090400003,2.43638134,17.26300049,5.177000046,0.39199999,0.376338094,-0.011462,3.599999905,0.98299998,497.6788025,0.765979409,2,0,18.51860046,0.116999999,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.544335127,12,587,2460220.941,10.34227276,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.64569283,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.66041756,3,2458638.743,12.55412674,30.05569458,26.28916168,1.03e-05,0.038426001,0.091886997,1.48e-05,2.542157888,73.42882538,19.03502274,13.06636333,30,0.999998629,0.990263045,0.000572394,5.93e-09,0.011093096,0.001330176,0.9999981,17.9142952,19.90155792,17.9142952,18.49616241,16.0237732,12.0243982,3.999375,575,0.99709564
ZTF23abhvlji,2460238.928,1,1,20.108078,1,2.48443e+18,t,872,143.7982433,83.9734566,18.62013054,0.08256942,2.785975695,18.82649994,0.118900001,2.370568991,18.18499947,4.438000202,0.293000013,0.629456878,0.206368998,2.690000057,0.981999993,519.0963135,0.966375589,4,0,18.83939934,0.1523,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.598905563,14,589,2460220.941,20.694664,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.58501148,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.63135815,3,2458634.74,17.51839638,33.79780197,26.22213173,1.59e-05,0.046016999,-0.108946003,2.37e-05,2.596726656,73.45707703,19.03502274,13.06636333,30,0.99998939,0.997423887,0.00088814,4.96e-09,0.012032935,0.000286482,0.9999977,17.9142952,19.90155792,17.9142952,18.62013054,17.9862616,13.9868866,3.999375,575,0.9973963
ZTF23abhvlji,2460238.994,1,2,20.27677155,1,2.48449e+18,t,872,143.7979247,83.973471,18.61146545,0.064913988,3.456815481,18.67749977,0.097900003,2.412662983,17.26300049,5.177000046,0.39199999,-0.1041857,0.066035002,3.230000019,0.98299998,483.510498,0.771793962,4,0,18.59189987,0.112800002,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.522952795,15,590,2460220.941,14.56832409,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.66357231,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.67346478,3,2458638.743,23.4675312,41.38472748,26.29146576,7.75e-06,0.035050001,0.087999001,1.11e-05,2.520774603,73.42655945,19.03502274,13.06636333,30,0.999971509,0.99597919,0.000566199,1.17e-09,0.01200971,0.000510019,0.9999987,17.9142952,19.90155792,17.9142952,18.62013054,18.0522107,14.0528357,3.999375,575,0.99790514
ZTF23abhvlji,2460241.91,1,2,19.37711334,1,2.48741e+18,t,872,143.7989688,83.9733086,18.6323185,0.134530887,1.268957257,18.82430077,0.137099996,2.551985264,17.26300049,5.177000046,0.39199999,-0.632393718,0.191981003,2.539999962,0.648999989,520.8649902,1.760467768,1,0,18.81040001,0.170599997,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.637554407,16,591,2460220.941,6.072216988,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.57067013,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.90102577,3,2458638.743,0.7139467,9.714303017,26.23631859,2.34e-05,0.049915999,0.099206001,3.36e-05,2.635433912,73.19670868,19.03502274,13.06636333,30,0.99868536,0.90093863,0.001290566,2.58e-10,0.012895248,0.003913058,0.98381704,17.9142952,19.90155792,17.9142952,18.6323185,20.9684954,16.9691204,3.999375,575,0.99671894
ZTF23abhvlji,2460241.945,1,1,19.53408432,1,2.48744e+18,t,872,143.7976028,83.9734791,18.92522049,0.133230835,1.10579145,19.1989994,0.165099993,2.209932089,18.18499947,4.438000202,0.293000013,0.272263795,0.273779988,5.599999905,0.76700002,500.4346924,0.793691456,0,0,19.22039986,0.213799998,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.437684059,17,592,2460220.941,7.602439404,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.71561813,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.77289963,3,2458634.74,2.229650497,10.93298912,26.19421959,4.03e-05,0.048632,-0.09708,8.22e-05,2.435511351,73.37731934,19.03502274,13.06636333,30,0.999302864,0.902762532,0.000899964,3.41e-10,0.013916572,0.007121034,0.9999576,17.9142952,19.90155792,17.9142952,18.92522049,21.0035533,17.0041783,3.999375,575,0.99764585
ZTF23abhvlji,2460244.972,1,2,19.59023285,1,2.49047e+18,t,872,143.7973886,83.9734813,18.67342377,0.096339345,1.188352227,18.83609962,0.192200005,2.264747143,17.26300049,5.177000046,0.39199999,0.064500779,0.162677005,2.660000086,0.981000006,461.2948914,0.969019651,2,0,18.83530045,0.2447,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.376144171,20,595,2460220.941,9.890517235,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.75978279,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.84389591,3,2458638.743,12.11525249,20.71388435,26.28342247,1.15e-05,0.042613,0.105346002,1.64e-05,2.373975992,73.33542633,19.03502274,13.06636333,30,0.999999642,0.986250579,0.000498007,3.64e-10,0.014395224,0.000783464,0.99999243,17.9142952,19.90155792,17.9142952,18.92522049,24.0308796,20.0315046,3.999375,575,0.9982912
ZTF23abhvlji,2460246.996,1,2,19.14716339,1,2.4925e+18,t,872,143.7974356,83.9735251,18.81893158,0.169685856,1.403456807,18.78510094,0.225899994,2.370052099,17.26300049,5.177000046,0.39199999,0.895338297,-0.033831999,3.690000057,0.888999999,438.0899963,0.844613731,3,0,18.61149979,0.246099994,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.485745192,21,597,2460220.941,5.860592842,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.62578869,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.76537418,3,2458638.743,4.517494678,11.01434135,26.28793144,1.63e-05,0.045626,0.10204,2.34e-05,2.483589888,73.47270966,19.03502274,13.06636333,30,0.986877978,0.984611988,0.001262264,8.46e-11,0.012766411,0.0029573,0.99965894,17.9142952,19.90155792,17.9142952,18.92522049,26.0551158,22.0557408,3.999375,576,0.9981007
ZTF23abhvlji,2460250.878,1,2,19.86581421,1,2.49638e+18,t,872,143.7975992,83.9734905,19.07522583,0.168553039,2.212188244,19.05279922,0.196799994,2.347483873,17.26300049,5.177000046,0.39199999,0.470810503,-0.022425,4.150000095,1.0,506.8323059,0.58083421,5,0,18.9239006,0.221799999,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.460125685,22,598,2460220.941,8.244304657,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.68428993,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.75769424,3,2458638.743,9.027060509,16.55939865,26.29922485,9.78e-06,0.039159,0.097296998,1.4e-05,2.45795536,73.40945435,19.03502274,13.06636333,30,0.999326229,0.945228994,0.000465309,3.09e-10,0.012401403,0.000743681,0.99843365,17.9142952,19.90155792,17.9142952,19.07522583,29.9362963,25.9369213,3.999375,576,0.99806225
ZTF23abhvlji,2460252.91,1,2,19.99149704,1,2.49841e+18,t,872,143.7979585,83.9734423,19.05594063,0.099096909,1.499916077,19.15019989,0.188899994,2.388344765,17.26300049,5.177000046,0.39199999,-0.111356698,0.094259001,2.900000095,0.978999972,492.3124084,0.852601349,6,0,19.15690041,0.240199998,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.479980946,24,601,2460220.941,9.372710228,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.70431137,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.73758793,3,2458638.743,9.78324604,18.80553055,26.29194069,1.03e-05,0.038927998,0.094369002,1.48e-05,2.477803469,73.35139465,19.03502274,13.06636333,30,0.999984086,0.997120261,0.000449038,2.54e-10,0.013253629,0.000422512,0.99996287,17.9142952,19.90155792,17.9142952,19.07522583,31.9686806,27.9693056,3.999375,577,0.9986845
ZTF23abhvlji,2460254.994,1,2,20.12512207,1,2.50049e+18,t,872,143.7980483,83.9734673,19.2595787,0.135040626,2.163848639,19.47900009,0.224900007,2.448444128,17.26300049,5.177000046,0.39199999,0.610343814,0.219421998,2.420000076,0.976000011,452.0314941,1.038462877,3,0,19.46269989,0.279100001,18.23690033,17.56279945,17.10390091,17.34469986,0.055833299,2.555448532,26,605,2460220.941,8.498638153,-999.0,-999.0,20.74209976,20.36370087,0.660749972,12.63627625,-999.0,20.45840073,20.95639992,20.40620041,0.5,12.64554214,3,2458638.743,13.1039896,19.68445587,26.30657768,8.25e-06,0.037402999,0.095197,1.18e-05,2.553270578,73.44381714,19.03502274,13.06636333,30,0.996096611,0.98257184,0.000729368,3.35e-10,0.013206512,0.000507847,0.999896,17.9142952,19.90155792,17.9142952,19.2595787,34.0529051,30.0535301,3.999375,579,0.99861383
